snapshotDate,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
2017-02-01,575,160000,4,6,2,98,-2,-2,-2,-2,-2,-2,6734,9282,4580,2918,13528,15202,9282,4580,2918,13528,15202,15980,0
2017-02-01,576,580000,2,2,2,106,4,0,0,0,0,0,559220,564048,565016,569320,511784,476532,26000,20400,20530,17606,16600,17092,2
2017-02-01,577,540000,4,2,4,56,-2,-2,-2,0,0,0,950,950,11382,75052,101130,97776,950,11382,68000,28000,16000,30000,0
2017-02-01,578,160000,2,2,4,62,-2,-2,-2,-2,4,-2,11988,64446,16616,8164,1076,8170,27294,16628,8164,0,8170,0,0
2017-02-01,579,100000,2,4,4,72,0,0,0,0,0,0,10394,12030,13230,14262,13974,13960,2600,2200,2000,1000,1000,2000,0
2017-02-01,580,60000,2,4,2,70,-4,-2,-2,-2,-2,-4,15594,5374,17524,6754,4000,0,5374,17530,6780,4080,0,0,0
2017-02-01,581,60000,2,4,4,56,2,-2,-2,-4,-4,-4,0,1560,0,0,0,0,1560,0,0,0,0,0,2
2017-02-01,582,180000,2,4,4,66,-2,0,0,0,0,0,71570,58310,54970,58532,71196,76898,30310,10970,10526,17196,10898,13074,0
2017-02-01,583,320000,2,2,4,52,-2,-2,-2,-2,-2,-2,2866,7492,60516,2072,43144,19056,7514,60696,2088,43272,19112,12132,0
2017-02-01,584,160000,4,6,4,106,0,0,0,0,0,0,155532,155908,157024,120904,123112,108044,8000,4748,4014,5000,6000,4000,0
2017-02-01,585,100000,2,4,4,84,0,0,0,0,0,0,100600,101796,98222,97886,91550,0,4400,3200,3400,3400,0,0,0
2017-02-01,586,40000,4,2,4,50,0,0,0,0,0,4,29206,31322,32788,33446,36112,35236,3200,2600,1200,3200,0,1600,0
2017-02-01,587,440000,2,2,2,86,2,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-02-01,588,420000,2,6,4,50,-2,-2,4,-2,-2,-2,17634,47268,43552,19262,3122,3980,47552,0,19262,3122,3980,15934,2
2017-02-01,589,260000,4,4,4,58,0,0,0,0,0,0,263150,261862,265938,91168,93032,94910,13400,12000,2582,2638,2672,2730,0
2017-02-01,590,520000,4,4,2,62,-2,-2,0,0,-2,-2,11682,46388,124722,134114,34048,37318,46388,100000,23000,34048,37318,77846,0
2017-02-01,591,460000,4,2,2,60,0,0,0,-2,0,0,60682,51962,48184,131680,113076,103044,10000,10000,131680,4000,4000,20000,0
2017-02-01,592,320000,2,2,4,68,0,0,0,0,0,0,166510,167824,170322,171430,173546,175052,8000,7848,6400,6600,6850,6026,0
2017-02-01,593,100000,2,2,2,70,0,0,0,0,0,0,69952,12036,27860,14212,12040,18022,2254,2148,430,498,8766,344,0
2017-02-01,594,160000,2,4,2,64,0,0,0,0,0,0,97494,91910,89978,82716,84758,76104,4290,3688,4018,10034,4000,10004,0
2017-02-01,595,220000,2,6,4,92,0,0,0,0,0,0,113400,115750,118088,119512,122008,124426,5362,5448,4574,4724,4748,4908,0
2017-02-01,596,400000,2,2,2,86,0,0,0,0,0,0,289356,281608,272874,270506,269258,268618,10180,10028,10018,9688,10004,9804,0
2017-02-01,597,720000,2,4,4,58,0,0,0,0,0,0,536224,526736,519938,511664,490924,500488,18858,17476,14034,14308,14146,14600,0
2017-02-01,598,420000,4,6,4,62,2,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-01,599,160000,4,4,4,48,4,0,0,0,0,0,158486,150508,117366,117772,120070,114528,6498,6000,10000,5000,4600,4400,0
2017-02-01,600,600000,4,4,2,72,-2,-2,4,0,-2,-2,-950,10382,9212,4606,5536,130746,20000,0,0,5536,130746,21560,2
2017-02-01,601,620000,4,4,2,86,0,0,0,0,0,0,46792,48364,50270,50190,50712,51028,2852,2758,1734,1796,1866,1614,0
2017-02-01,602,60000,2,6,2,118,-2,-2,-2,-2,-2,-2,780,780,780,780,780,2640,780,780,780,780,2640,0,2
2017-02-01,603,340000,2,2,2,106,0,0,0,0,0,0,35724,35854,37600,35294,36030,25860,2646,2392,1088,1126,1258,722,0
2017-02-01,604,280000,4,4,4,56,4,4,4,0,0,4,52900,57646,56342,57480,60908,59860,6014,0,1848,4140,0,6000,0
2017-02-01,605,360000,4,4,4,62,2,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,3152,0
2017-02-01,606,100000,2,2,4,68,2,4,4,4,4,4,45492,44198,48242,46874,50202,49098,0,5400,0,4400,0,2060,0
2017-02-01,607,100000,4,4,2,72,0,0,0,0,0,-4,18428,20718,14700,15000,0,0,2702,3000,300,0,0,0,0
2017-02-01,608,220000,4,2,4,48,0,0,0,0,4,0,81764,70856,79360,88194,85086,66378,4000,10000,10000,0,4000,6000,0
2017-02-01,609,900000,4,6,2,72,-4,-4,-4,-4,-4,-4,7992,18240,17056,0,12736,6000,18240,17056,0,12736,6000,6476,0
2017-02-01,610,400000,4,4,2,68,-2,-2,-2,-2,-2,-2,780,780,780,1122,780,780,780,780,1122,780,780,780,0
2017-02-01,611,440000,2,2,4,86,0,0,-2,-2,-2,-2,88354,51472,38584,37800,27160,66300,2012,65812,37800,27160,66300,0,0
2017-02-01,612,720000,4,2,4,58,0,0,-4,-4,-4,-2,6560,0,0,0,0,5300,0,0,0,0,5300,0,2
2017-02-01,613,100000,2,4,2,74,0,0,0,0,0,0,96452,97454,92456,93510,87372,89146,4000,3368,3202,4000,4000,4000,0
2017-02-01,614,80000,2,4,4,46,4,4,0,0,0,0,73300,59082,52380,53420,54548,59102,0,2870,1910,1986,5468,0,0
2017-02-01,615,380000,4,4,2,74,2,4,4,4,4,4,230098,235712,239140,232568,247056,250956,12000,10000,0,18000,8000,10000,0
2017-02-01,616,300000,2,2,4,66,0,0,0,0,0,0,43448,46336,46640,48170,48298,6646,4200,2400,1930,128,1018,16798,0
2017-02-01,617,400000,4,2,2,74,2,-4,-4,-4,-2,-2,0,0,0,0,1190,0,0,0,0,1190,0,4740,0
2017-02-01,618,540000,4,4,2,112,0,0,0,0,0,0,275614,247538,208754,213302,218588,202302,10000,10000,7906,9000,8000,7800,0
2017-02-01,619,120000,2,2,4,50,0,0,0,0,0,0,117678,106470,77066,79278,79238,78280,4036,3800,4000,3000,3800,4000,0
2017-02-01,620,400000,4,4,2,78,0,0,0,0,0,0,161666,158200,141528,143258,141610,141436,6630,6176,5144,5118,5052,5240,0
2017-02-01,621,300000,4,4,2,78,0,0,0,0,0,0,72292,72368,75022,66160,60446,63122,6000,6000,6000,5000,4000,4000,0
2017-02-01,622,360000,4,4,4,56,-2,-2,-2,-2,-2,-2,680,-240,840,920,920,1220,0,2000,1000,920,1220,920,0
2017-02-01,623,180000,4,2,4,54,0,0,-4,-4,-4,-4,15248,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-01,624,720000,4,4,2,74,2,-4,-4,-4,-2,-2,0,0,0,0,332,1082,0,0,0,332,1086,8536,0
2017-02-01,625,180000,4,2,4,48,-2,-2,-4,-4,-4,-4,982,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-01,626,40000,4,4,4,48,0,0,0,0,4,0,26336,27776,29800,31832,31038,31658,2474,2498,2530,0,1136,2654,0
2017-02-01,627,140000,2,2,2,92,0,0,0,0,0,0,120080,110548,103532,103514,100026,99892,5200,3600,4000,6280,4000,3600,0
2017-02-01,628,460000,2,2,2,78,-2,-2,-2,-2,-2,-2,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,1320,0
2017-02-01,629,60000,2,6,2,96,0,0,0,0,0,0,58868,57920,58044,58402,59106,59386,2930,4000,2066,2400,2110,1060,0
2017-02-01,630,400000,4,6,6,90,-2,-2,-2,-2,-2,-2,8860,14364,7710,6822,13576,19842,14386,7710,6822,13576,19842,10032,0
2017-02-01,631,200000,2,6,4,98,-2,-2,-4,-4,-4,-4,2880,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-01,632,100000,4,4,4,46,0,0,0,0,0,4,53590,56112,58568,60974,67662,66276,4000,4000,4000,8000,0,4000,0
2017-02-01,633,40000,4,6,2,50,0,0,0,0,0,-4,33182,32884,12802,8600,2608,0,2310,2000,0,2608,0,0,0
2017-02-01,634,420000,4,4,2,94,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-01,635,220000,2,6,2,112,0,0,0,0,0,0,92972,71516,68646,60904,45256,46936,8172,2856,2636,4342,6396,9952,0
2017-02-01,636,40000,4,6,2,88,-2,-2,-2,-2,-2,-4,1100,456,0,456,0,0,456,0,456,0,0,0,0
2017-02-01,637,100000,4,6,2,98,0,0,0,0,0,0,11260,13258,11836,13836,13882,9512,2214,2000,2000,3000,4300,0,0
2017-02-01,638,100000,2,4,2,82,0,0,0,0,0,0,43972,43040,41958,39788,37622,37610,2724,2588,1364,1360,1388,1236,0
2017-02-01,639,800000,4,2,4,80,-2,-2,-2,-2,-2,0,120250,3962,9042,40944,153866,347198,3962,9042,41000,154000,200000,15400,0
2017-02-01,640,340000,2,4,4,62,0,0,0,0,0,0,112728,116264,118342,111776,107344,102922,6000,6000,4000,6000,6000,6000,0
2017-02-01,641,560000,2,4,2,84,0,0,0,0,0,0,296726,296864,302620,283874,289980,295822,13800,13734,11000,11000,11000,11200,0
2017-02-01,642,260000,4,6,2,56,0,0,0,0,-4,-4,200286,100912,100000,0,0,0,5000,2000,0,0,0,0,0
2017-02-01,643,420000,4,4,4,64,0,0,0,0,0,0,92510,100972,108038,116182,123260,131152,10000,10000,10000,9000,10000,10000,0
2017-02-01,644,740000,2,4,4,56,0,0,0,0,0,0,552872,478050,298256,97814,106050,102868,40000,26000,10000,20000,8000,12000,0
2017-02-01,645,60000,4,4,2,62,0,0,4,0,0,0,58986,38866,37564,38012,39274,42502,6400,0,1484,2000,4000,0,0
2017-02-01,646,300000,2,6,4,78,2,-2,-2,-4,-4,-4,428900,294560,300000,0,-10000,0,10360,10000,0,0,10000,0,0
2017-02-01,647,120000,2,6,2,62,4,0,0,-4,-4,-4,70738,70640,0,0,0,0,2054,0,0,0,0,0,2
2017-02-01,648,160000,4,4,4,48,0,0,0,0,0,0,155230,154606,132792,111278,113746,116780,6200,5172,4000,5000,6000,5000,0
2017-02-01,649,560000,4,4,2,88,4,4,4,4,4,4,372298,363558,384378,391034,398500,391748,0,30000,16000,14000,0,30000,2
2017-02-01,650,40000,4,4,4,92,16,14,12,10,8,6,42150,41590,40412,39234,37474,36296,0,0,0,0,0,0,0
2017-02-01,651,540000,2,2,4,64,-4,-4,-4,-4,-4,-4,0,0,2200,600,-400,-400,0,2200,600,0,0,0,0
2017-02-01,652,480000,4,4,4,52,0,0,-2,-2,-2,-2,28696,15000,15632,15000,15000,28994,2000,15632,15000,15000,28994,1000,0
2017-02-01,653,40000,4,2,4,44,0,0,0,0,0,0,40274,40358,36134,37332,38230,39094,2600,2602,1800,1800,1800,3200,0
2017-02-01,654,900000,4,2,2,84,2,-4,-4,-2,-2,-4,-400,-400,0,84000,0,0,0,400,84000,0,0,0,2
2017-02-01,655,20000,2,4,4,66,0,0,0,0,0,0,16354,18262,19338,15248,16098,13714,5000,2290,2000,2000,2000,3000,0
2017-02-01,656,560000,2,4,2,78,-4,-4,-4,-4,-4,-4,4164,7114,11246,10800,7732,7052,7194,11344,10854,7770,7086,7038,2
2017-02-01,657,580000,4,6,4,54,0,0,0,0,-2,-2,27640,31228,32586,15520,4000,0,4000,2600,0,4000,2000,0,0
2017-02-01,658,380000,4,2,4,56,0,0,0,0,0,0,93846,97332,98694,100772,87766,68824,5000,4000,6000,4000,4000,4000,2
2017-02-01,659,160000,4,2,4,46,0,0,0,0,0,-2,106522,76182,39488,29112,0,2920,9000,4022,6210,0,2920,0,0
2017-02-01,660,560000,4,4,4,56,-2,4,-2,-2,0,-2,854,596,2358,3428,5750,2094,0,2358,3428,2580,2094,2000,0
2017-02-01,661,320000,4,2,2,66,-4,-4,-4,-4,-4,-4,28300,16212,24862,24290,26782,15914,16212,24862,24290,26782,15914,3810,0
2017-02-01,662,180000,2,4,2,80,0,0,0,-2,-2,-2,85712,89850,0,1574,2914,0,6228,0,1574,2914,0,0,2
2017-02-01,663,280000,4,2,4,74,-2,-2,-2,-4,-4,-2,2068,80000,0,0,0,1020,80000,0,0,0,1020,0,0
2017-02-01,664,100000,2,2,4,44,0,0,0,0,0,-2,10274,11920,12540,12000,11620,780,2600,2000,240,400,780,2340,0
2017-02-01,665,80000,4,4,2,64,0,0,0,4,4,4,48228,50834,57554,58214,59386,60912,4000,8220,2200,2400,2800,0,0
2017-02-01,666,260000,4,6,2,86,0,0,0,0,0,0,260134,258770,193550,196142,195486,200248,11080,8806,7628,7124,8042,7362,0
2017-02-01,667,140000,4,6,2,54,0,0,0,0,0,4,123222,125422,127390,127852,134722,118960,6022,6190,4000,9200,0,4516,0
2017-02-01,668,60000,4,4,2,70,0,0,0,0,0,0,50156,51076,51760,51746,52314,53836,3000,2774,1786,2000,3002,4000,0
2017-02-01,669,200000,4,6,2,70,2,4,4,4,4,4,194004,205396,195994,206768,194532,202984,16400,0,16000,0,17200,0,0
2017-02-01,670,40000,4,2,2,60,4,4,4,0,0,0,11532,15022,15356,14636,14916,15196,4000,1000,0,1000,1000,0,2
2017-02-01,671,60000,4,4,4,68,4,-2,4,4,4,4,199136,64652,63680,74150,75324,73808,66000,66000,11620,2650,0,6190,0
2017-02-01,672,40000,2,4,2,68,0,0,0,0,0,0,25714,28366,29780,31284,32774,34226,3082,2496,2000,2000,2000,2000,2
2017-02-01,673,200000,4,2,4,56,4,0,0,0,0,0,192386,164684,163934,164354,157680,158522,7200,7600,6000,6000,6046,6000,2
2017-02-01,674,60000,2,4,4,50,4,4,14,14,14,12,4800,4800,4800,4800,4800,3600,0,0,0,0,0,0,2
2017-02-01,675,640000,4,2,2,82,0,0,0,0,0,0,195594,199344,203906,204568,208180,211718,9040,10100,7180,7400,7500,7020,0
2017-02-01,676,180000,2,6,4,84,4,4,4,4,4,4,129524,126328,65578,63282,58480,56612,0,5800,0,5000,0,2600,2
2017-02-01,677,380000,2,4,4,80,4,4,4,4,4,4,291226,313530,318772,323740,331450,339856,30000,13200,13000,13000,14000,14000,2
2017-02-01,678,400000,2,2,4,56,0,0,0,0,0,0,143978,244258,295872,299146,305148,312646,104258,60000,12000,12000,14000,20000,0
2017-02-01,679,600000,4,4,4,62,-2,-2,-2,-2,0,-2,6690,2166,8678,14846,8118,5016,2174,8710,14846,0,5016,8282,0
2017-02-01,680,60000,4,2,4,112,-2,0,0,-4,-4,-4,58066,34026,14048,14048,14048,14048,2566,14048,14048,14048,14048,14048,0
2017-02-01,681,220000,4,4,6,90,0,0,0,0,0,0,53300,41574,41132,42316,44282,44316,3064,4000,1566,6000,4000,4000,0
2017-02-01,682,460000,4,2,4,58,-4,-4,-4,-4,-4,-4,0,0,2048,0,0,0,0,2048,0,0,0,0,0
2017-02-01,683,460000,4,2,2,70,0,0,0,0,-4,-4,8518,10864,12364,0,0,0,2500,2000,0,0,0,0,0
2017-02-01,684,620000,4,4,4,56,0,0,0,0,0,0,212936,217910,224748,109524,116378,114340,16000,12000,10000,10000,8000,10000,0
2017-02-01,685,640000,2,2,2,80,0,0,0,0,0,0,494552,482334,476392,463160,459366,471674,20000,20000,20000,38000,26000,16000,0
2017-02-01,686,720000,2,2,2,94,-2,-2,-2,0,-2,-2,3096,-64,355278,348794,9704,8250,0,355342,7016,9752,8376,20014,0
2017-02-01,687,40000,4,6,2,82,-2,-2,-2,0,0,0,1560,0,1464,1284,2504,1286,0,1464,600,2000,1000,2000,2
2017-02-01,688,340000,4,4,4,54,0,0,0,0,0,0,325342,332404,323946,334402,322654,343726,15000,12000,20000,14000,32000,12400,0
2017-02-01,689,280000,2,2,2,80,0,0,0,0,0,0,246098,251232,259390,261470,266934,272574,8620,11826,8852,9160,9540,9534,0
2017-02-01,690,160000,2,4,4,64,0,0,0,0,0,0,102744,103744,95186,87764,84512,85054,3706,3400,3044,3096,2976,3000,0
2017-02-01,691,300000,2,4,4,70,0,0,0,-2,-2,-2,120030,144454,102728,108680,0,4258,40000,60000,108680,0,4258,0,0
2017-02-01,692,340000,2,4,4,54,-2,4,4,-4,-4,-4,2340,1560,0,0,0,0,0,0,0,0,0,0,0
2017-02-01,693,400000,4,4,2,58,4,0,0,0,0,0,318796,313910,264288,238272,244422,250042,12326,9060,9000,10000,10000,10000,2
2017-02-01,694,140000,2,2,4,60,0,0,4,0,0,4,111328,119058,115142,115742,121744,118658,11600,0,4500,9000,0,5000,0
2017-02-01,695,640000,2,4,2,74,-4,-4,-4,-4,-4,-4,87056,996,858,28514,10834,5934,1000,862,28656,10878,5960,10056,0
2017-02-01,696,300000,4,2,4,58,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-01,697,100000,4,2,2,68,0,0,0,-2,0,0,55932,57078,23194,13222,14698,15140,2534,3106,15022,2000,686,2000,0
2017-02-01,698,180000,4,4,4,68,-2,4,4,-4,-4,-4,17584,15000,0,0,0,0,0,0,0,0,0,0,0
2017-02-01,699,560000,2,2,2,82,-4,-4,-4,-4,-2,0,56052,82604,103000,71504,7910,27938,82692,104220,71504,7910,27878,8874,0
2017-02-01,700,600000,4,2,4,62,0,0,0,0,4,-2,87220,86560,72312,60610,60310,1122,3310,3594,1500,0,1122,1000,0
2017-02-01,701,800000,4,4,4,80,-4,-4,-4,-4,-2,-2,0,16470,0,0,3048,0,16470,0,0,3048,0,770,0
2017-02-01,702,400000,4,2,2,54,-2,-2,-2,-2,-2,-2,11560,210,210,0,14768,17176,210,210,0,14768,17176,2608,0
2017-02-01,703,20000,4,6,4,44,0,0,0,0,-4,-4,16218,19556,16518,0,0,0,4000,2072,0,0,0,0,2
2017-02-01,704,100000,4,4,6,60,2,6,4,0,0,0,105030,102848,99934,40072,40152,75230,0,0,4000,2000,2000,3200,2
2017-02-01,705,60000,4,4,6,44,2,4,8,6,4,4,45164,53036,51628,50220,49138,52714,9200,0,0,0,4400,5000,0
2017-02-01,706,100000,2,2,4,52,-2,0,0,0,0,0,30896,32784,36192,36850,37238,38120,3000,4000,3000,2400,1800,2000,2
2017-02-01,707,100000,2,4,2,76,2,4,0,0,0,0,116204,118022,112544,107326,103014,101232,5000,5000,4000,4000,6400,4000,0
2017-02-01,708,60000,4,6,2,92,2,4,4,4,4,4,24578,23612,26536,25516,27098,29346,0,3940,0,2000,3000,0,0
2017-02-01,709,40000,2,4,4,48,0,0,-2,4,0,0,20952,14558,1376,1376,1376,2640,2000,1376,0,0,1300,0,0
2017-02-01,710,40000,2,4,4,98,0,0,0,0,0,0,32652,34994,36912,36848,37600,20000,2882,2800,736,752,400,0,0
2017-02-01,711,100000,2,2,6,98,0,0,0,0,0,0,35362,36498,36108,37138,38304,36176,3222,4000,1560,2000,2000,4000,0
2017-02-01,712,60000,4,4,2,84,0,0,0,0,0,0,95824,50046,51536,52820,55920,92508,3510,3000,2000,3818,2000,4000,0
2017-02-01,713,720000,4,2,2,60,2,4,-2,0,-2,-2,37772,28498,7642,4808,638,0,0,7656,4000,638,0,0,0
2017-02-01,714,340000,2,4,2,84,2,-2,-2,-4,-4,-2,0,3380,0,0,0,9500,3380,0,0,0,9500,0,0
2017-02-01,715,800000,4,2,4,62,-4,-4,-4,-4,-4,-4,406,1534,1328,2500,-20,4348,1540,1334,2512,0,4368,0,0
2017-02-01,716,100000,4,4,2,98,0,0,0,0,0,0,69924,64550,62506,64028,67146,59290,3226,4000,3000,4000,3290,2128,0
2017-02-01,717,320000,4,4,4,54,0,0,0,0,0,0,161928,160674,164364,165172,170290,174098,8000,8000,7000,8000,8000,5000,0
2017-02-01,718,140000,4,4,2,66,0,0,0,0,0,0,138836,137886,77566,7516,2522,0,4764,4050,2000,50,0,3302,2
2017-02-01,719,300000,4,2,2,70,2,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-01,720,160000,4,4,4,96,0,0,0,0,0,0,90348,83770,85664,47598,23446,54472,6000,6826,4000,10000,34472,4000,0
2017-02-01,721,60000,4,4,4,44,0,0,4,0,0,0,47784,56918,50998,51556,57416,61040,10600,0,2000,6704,4600,0,0
2017-02-01,722,20000,2,4,4,44,0,0,0,0,0,0,15920,19298,17036,17256,18586,10066,4000,2000,1000,3000,0,5000,2
2017-02-01,723,360000,4,2,4,54,2,-2,-2,-2,-2,-2,0,6676,6666,6666,6666,6666,6676,6666,6666,6666,6666,6666,0
2017-02-01,724,640000,2,2,2,94,-2,-2,-2,-2,-2,-2,18384,27840,8044,632,16840,632,27884,8044,632,16840,632,1032,0
2017-02-01,725,160000,4,4,4,68,0,0,0,4,4,4,51870,54420,57566,60006,58770,62802,4000,4676,4000,0,5000,0,0
2017-02-01,726,20000,2,4,2,90,0,0,0,4,0,0,14278,16832,19630,19016,19508,20384,2800,3400,0,800,1200,400,2
2017-02-01,727,720000,4,4,4,78,-2,-2,-2,0,-2,-2,25730,8924,39120,17788,10658,1996,8968,39246,444,10710,1996,18008,0
2017-02-01,728,900000,2,4,4,66,-4,-4,-4,-4,-4,-4,-28,5136,-774,-774,-774,226,5164,0,0,0,1000,5030,0
2017-02-01,729,660000,4,4,4,58,0,0,0,0,-2,-2,99098,267914,256424,158814,17750,99760,180000,6000,10000,17750,99760,1038,0
2017-02-01,730,120000,2,2,4,58,-2,4,-2,-2,4,4,1092,510,928,2346,1464,2046,0,1000,2000,0,1164,0,2
2017-02-01,731,100000,4,6,4,52,0,0,0,0,0,0,19870,22058,25590,19966,21768,15332,2468,4000,594,2000,614,722,0
2017-02-01,732,400000,2,4,2,76,0,0,0,0,0,0,305712,312208,316558,323868,330894,337604,12000,10000,10000,10000,9834,20000,0
2017-02-01,733,240000,2,2,4,68,2,4,-2,-2,-4,-4,2556,1278,1242,-36,-36,-36,0,1242,0,0,0,0,0
2017-02-01,734,320000,4,2,2,74,-2,-2,-2,-2,-2,-2,632,632,0,632,1264,0,632,0,632,1264,0,632,0
2017-02-01,735,220000,2,4,2,114,0,0,0,0,0,0,92264,82100,80182,81318,77058,61800,4612,4222,6018,3450,3000,0,0
2017-02-01,736,140000,4,6,2,100,-4,-4,-2,0,0,0,54690,-2082,35142,35840,36592,37318,2082,37724,1280,1326,1332,1380,0
2017-02-01,737,300000,4,6,4,56,0,0,0,0,0,0,203186,203772,202882,201658,203826,193408,8000,8064,6820,8000,7330,6100,0
2017-02-01,738,1220000,4,2,4,62,0,0,0,0,0,0,285528,253212,135774,116794,210602,211930,13080,4200,4300,100000,9400,4000,0
2017-02-01,739,220000,4,2,4,50,0,0,0,0,0,0,185698,189532,187788,171446,172886,168022,8692,8150,6288,6476,6334,6404,0
2017-02-01,740,160000,4,4,4,50,4,0,0,4,0,0,34660,38516,46832,45536,46486,47436,6000,9580,0,1632,1666,4000,2
2017-02-01,741,340000,4,4,2,66,0,0,0,0,0,0,219726,159148,156880,160282,163724,168474,8760,6000,6000,6000,8000,9000,0
2017-02-01,742,220000,4,2,4,60,-2,-2,-2,-2,-4,-4,2128,4002,7592,0,0,0,4014,7592,0,0,0,0,0
2017-02-01,743,280000,4,2,2,102,0,0,0,0,0,0,113528,115900,115336,110048,111766,111488,4230,4008,3882,4146,3818,4264,0
2017-02-01,744,140000,2,2,4,102,0,0,0,4,0,0,86096,86514,88230,82224,79844,80300,6000,8000,0,3000,6000,10000,0
2017-02-01,745,520000,4,4,2,92,-4,-4,-4,-4,-4,-4,58968,57184,33738,25426,20840,25064,20000,6000,25426,20840,25064,24302,0
2017-02-01,746,340000,2,6,4,76,0,0,0,0,0,0,42620,45914,48532,51112,59898,68868,4000,4000,4000,10000,10000,10000,0
2017-02-01,747,100000,4,4,2,68,0,0,0,0,0,0,21642,23754,27312,29898,33134,33652,2442,4000,3000,4000,4000,8000,0
2017-02-01,748,600000,4,6,2,68,0,0,0,0,0,0,561646,550606,543904,386806,375124,382138,22000,24000,14400,13000,12346,11000,2
2017-02-01,749,300000,4,2,4,62,4,-2,-2,-2,-2,-2,780,780,780,9650,10404,1560,780,780,9650,10404,1560,0,2
2017-02-01,750,100000,4,4,4,50,16,14,12,10,8,6,75294,74204,72476,72748,70458,68730,0,0,2000,0,0,6000,2
2017-02-01,751,100000,4,4,2,52,2,-4,-2,0,0,0,0,0,3512,5438,8098,10352,0,3512,2000,3074,2400,4000,0
2017-02-01,752,180000,4,2,4,50,4,0,0,0,0,-2,169420,174668,175724,37778,-1566,147136,8000,6516,2000,0,155000,0,0
2017-02-01,753,100000,2,4,4,52,0,0,0,0,0,0,96072,93574,84022,38294,5690,40082,4200,2454,766,4000,40000,1298,2
2017-02-01,754,1000000,4,4,4,86,-2,0,0,0,0,0,86692,87952,78064,58184,45450,23180,8012,4766,2252,1564,1192,3144,0
2017-02-01,755,940000,4,4,2,72,-2,0,0,-2,-2,-2,1746,3186,3036,570,1376,4200,2010,2000,570,1376,4200,2028,0
2017-02-01,756,460000,2,4,4,116,0,0,0,0,0,0,220326,224998,229674,232800,91286,102166,11200,11400,10000,3710,12800,0,0
2017-02-01,757,280000,4,4,4,52,0,0,-2,-2,0,0,8226,12060,32050,49232,38916,40094,4000,32050,49232,2000,2000,2000,0
2017-02-01,758,460000,4,4,2,60,4,0,-2,-2,-2,-2,19272,20304,3634,-1656,12306,25326,2444,3674,0,15726,25350,5918,2
2017-02-01,759,840000,4,4,4,62,0,0,0,0,-2,-2,50206,42660,32048,19206,4262,129014,3018,2134,6122,4420,129048,4648,0
2017-02-01,760,60000,4,4,4,48,0,0,0,0,0,0,62638,62362,63080,62032,61062,61056,3128,3600,2200,3000,3000,6000,0
2017-02-01,761,100000,4,4,4,104,2,4,0,0,0,4,86686,86720,46834,43938,42358,37422,2600,2800,1840,3400,0,1800,2
2017-02-01,762,280000,4,4,4,48,-2,-2,-4,-2,-2,-4,394,0,0,466,0,0,0,0,466,0,0,0,0
2017-02-01,763,520000,4,4,2,70,-2,-2,-2,-2,-2,0,15934,135300,12000,0,176696,171924,135300,12000,0,176696,10000,50000,0
2017-02-01,764,180000,4,6,4,58,-2,4,-2,-2,-2,-4,38900,6246,4242,6226,0,0,0,7018,6226,0,0,0,0
2017-02-01,765,480000,4,4,2,66,0,0,0,0,0,0,481756,467676,476134,485158,476490,467420,20000,22000,20000,20000,20000,16000,0
2017-02-01,766,1020000,4,2,4,70,-2,0,0,0,0,-2,4230,4232,11120,9070,6976,2232,2234,9120,182,138,2232,4230,0
2017-02-01,767,220000,4,4,2,70,0,0,0,0,0,0,163330,92140,68838,73658,76160,80868,4920,4000,6000,4000,6000,10000,0
2017-02-01,768,420000,4,2,4,56,-2,-2,-2,0,0,0,22884,7476,15052,20434,23474,16228,7476,15052,10000,10000,324,55520,0
2017-02-01,769,440000,2,4,2,80,-2,-2,-4,-4,-4,-4,316,0,0,0,0,1224,0,0,0,0,1224,3726,0
2017-02-01,770,400000,4,2,2,70,-4,-4,-4,-4,-4,-4,4514,8522,2530,4946,0,0,8532,3334,4946,0,0,0,0
2017-02-01,771,720000,4,4,4,106,-2,-2,-2,-2,-2,-2,21466,30412,30000,19488,22228,16246,30412,30064,19538,22228,16246,17472,0
2017-02-01,772,520000,2,2,4,88,-2,-2,-2,-2,-2,-2,632,632,632,632,632,932,632,632,632,632,932,632,0
